role,date,location,link,source,keywords_matched
"Software Engineering Intern (2026 Start) - Aarhus Aarhus, Denmark",2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting/software-engineering-intern-2026-start---aarhus-8133710002,Databricks,
"Software Engineer - Systems PhD Candidates Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/software-engineer----systems-phd-candidates-6875433002,Databricks,
"Software Engineer - Systems PhD Candidates Bellevue, Washington; Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/software-engineer---systems-phd-candidates--7649293002,Databricks,
"Software Engineer - Performance PhD Candidates Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/software-engineer---performance-phd-candidates-7466498002,Databricks,
"Software Engineer - New Grad (2026 Start) Vancouver, Canada",2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting/software-engineer---new-grad-2026-start-6866542002,Databricks,
"Software Engineer - New Grad (2026 Start) Berlin, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting/software-engineer---new-grad-2026-start-6886281002,Databricks,
"Software Engineer - New Grad (2026 Start) Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting/software-engineer---new-grad-2026-start-6866549002,Databricks,
"Software Engineer - New Grad (2026 Start) - Aarhus Aarhus, Denmark",2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting/software-engineer---new-grad-2026-start---aarhus-8133691002,Databricks,
"Software Engineer - GenAI inference San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/software-engineer---genai-inference--8202670002,Databricks,
"Software Engineer - Fullstack Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/software-engineer---fullstack-8029677002,Databricks,
"Software Engineer - Distributed Data Systems Belgrade, Serbia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/software-engineer---distributed-data-systems-8012691002,Databricks,
"Software Engineer - Delta Managed Tables PhD Candidates Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/software-engineer---delta-managed-tables-phd-candidates-7850582002,Databricks,
"Software Engineer - Database Engine Internals Belgrade, Serbia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/software-engineer---database-engine-internals-8012658002,Databricks,
"Software Engineer - DLT PhD Candidates Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/software-engineer----dlt-phd-candidates--7471089002,Databricks,
"Software Engineer - Backend Belgrade, Serbia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/software-engineer---backend-8012650002,Databricks,
"Software Engineer - Backend Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/software-engineer---backend-8029666002,Databricks,
"Software Engineer - Backend Aarhus, Denmark",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/software-engineer---backend-7737233002,Databricks,
"Software Asset Management Leader – Global Function Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/infrastructure/software-asset-management-leader--global-function-8209835002,Databricks,
"Services Account Executive/Engagement Manager Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/services-account-executive-engagement-manager-8236324002,Databricks,
"Senior Technical Solutions Engineer, Platform Dallas, Texas",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/senior-technical-solutions-engineer-platform-7902935002,Databricks,
"Senior Technical Solutions Engineer, Platform Costa Rica",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/-senior-technical-solutions-engineer-platform-7902994002,Databricks,
"Senior Technical Solutions Engineer, Lakebase Dallas, Texas; Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/senior-technical-solutions-engineer-lakebase-8117624002,Databricks,
"Senior Technical Solutions Engineer - Platform Sao Paulo, Brazil",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/senior-technical-solutions-engineer---platform-7874145002,Databricks,
"Senior Technical Solutions Engineer (Platform) Tokyo, Japan",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/senior-technical-solutions-engineer-platform-8163196002,Databricks,
"Senior Technical Solutions Engineer (Platform) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/senior-technical-solutions-engineer-platform-7845320002,Databricks,
"Senior Technical Solutions Engineer (Apache Spark™) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/senior-technical-solutions-engineer-apache-spark-7845325002,Databricks,
"Senior Technical Program Manager (Engineering) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/senior-technical-program-manager-engineering-8174993002,Databricks,
Senior Technical Instructor Remote - United Kingdom,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---enablement/senior-technical-instructor-8185050002,Databricks,
"Senior Staff Software Engineer - Security Infrastructure Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---security-infrastructure-7274908002,Databricks,
"Senior Staff Software Engineer - Security Infrastructure Bellevue, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---security-infrastructure-7274902002,Databricks,
"Senior Staff Software Engineer - Privacy Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---privacy-7274619002,Databricks,
"Senior Staff Software Engineer - Privacy San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---privacy-7274488002,Databricks,
"Senior Staff Software Engineer - Privacy New York City, New York",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---privacy-7274624002,Databricks,
"Senior Staff Software Engineer - Privacy Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---privacy-7274875002,Databricks,
"Senior Staff Software Engineer - Lineage & Tagging Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/senior-staff-software-engineer---lineage--tagging-7886068002,Databricks,
"Senior Staff Software Engineer - IAM Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---iam-7274557002,Databricks,
"Senior Staff Software Engineer - IAM Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---iam-7274563002,Databricks,
"Senior Staff Software Engineer - Enzyme Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---enzyme-7934466002,Databricks,
"Senior Staff Software Engineer - Delta Zürich, Switzerland",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---delta-8303017002,Databricks,
"Senior Staff Software Engineer - Delta London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---delta-8303020002,Databricks,
"Senior Staff Software Engineer - Delta Berlin, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---delta-7319791002,Databricks,
"Senior Staff Software Engineer - Delta Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---delta-8303015002,Databricks,
"Senior Staff Software Engineer - Delta Aarhus, Denmark",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-staff-software-engineer---delta-8303014002,Databricks,
"Senior Staff Software Engineer - App and Partner Ecosystem Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/senior-staff-software-engineer---app-and-partner-ecosystem-7807722002,Databricks,
"Senior Staff Software Engineer (Backend) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-staff-software-engineer-backend-7651345002,Databricks,
"Senior Specialist Solutions Engineer Stockholm, Sweden",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/senior-specialist-solutions-engineer-8300966002,Databricks,
"Senior Specialist Solutions Engineer - Data Science Engineer Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/senior-specialist-solutions-engineer---data-science-engineer-8300964002,Databricks,
"Senior Specialist Solutions Architect - DS/ML/AI/GenAI London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/senior-specialist-solutions-architect---ds-ml-ai-genai-8321575002,Databricks,
Senior Solutions Engineer Remote - Denmark,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/senior-solutions-engineer-8239195002,Databricks,
Senior Solutions Engineer Finland,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/senior-solutions-engineer-8325452002,Databricks,
"Senior Software Engineer- Networking Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer--networking-7647353002,Databricks,
"Senior Software Engineer, Model Serving San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/senior-software-engineer-model-serving-8211648002,Databricks,
"Senior Software Engineer, Agentic Applications Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/integration-data-engineering-and-applications/senior-software-engineer-agentic-applications-7804049002,Databricks,
"Senior Software Engineer – Data Visualization Vancouver, Canada",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer--data-visualization-8230883002,Databricks,
"Senior Software Engineer - Security Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-software-engineer---security--7274459002,Databricks,
"Senior Software Engineer - Security Bellevue, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-software-engineer---security-7274451002,Databricks,
"Senior Software Engineer - Privacy Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-software-engineer---privacy-8029211002,Databricks,
"Senior Software Engineer - Observability Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---observability-7619811002,Databricks,
"Senior Software Engineer - Observability (Databases) Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---observability-databases-8229742002,Databricks,
"Senior Software Engineer - Money, Infrastructure Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---money-infrastructure-7654347002,Databricks,
"Senior Software Engineer - Money Team Bellevue, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/exec-engineering/senior-software-engineer----money-team-8027404002,Databricks,
"Senior Software Engineer - Ingestion Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---ingestion-7934782002,Databricks,
"Senior Software Engineer - Infrastructure and Tools San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---infrastructure-and-tools-6318503002,Databricks,
"Senior Software Engineer - Infrastructure Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---infrastructure-7647289002,Databricks,
"Senior Software Engineer - IAM Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-software-engineer---iam-8029209002,Databricks,
"Senior Software Engineer - Fullstack, Assistant San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---fullstack-assistant-7849869002,Databricks,
"Senior Software Engineer - Fullstack Vancouver, Canada",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---fullstack-8099342002,Databricks,
"Senior Software Engineer - Fullstack Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---fullstack-6544403002,Databricks,
"Senior Software Engineer - Fullstack Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---fullstack-7898766002,Databricks,
"Senior Software Engineer - Fullstack Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---fullstack-5445641002,Databricks,
"Senior Software Engineer - Fullstack Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---fullstack-8029679002,Databricks,
Senior Software Engineer - Fullstack (NYC) New York,2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/senior-software-engineer---fullstack-nyc-8211634002,Databricks,
"Senior Software Engineer - Distributed Data Systems San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---distributed-data-systems-4513122002,Databricks,
"Senior Software Engineer - Distributed Data Systems Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---distributed-data-systems-6544325002,Databricks,
"Senior Software Engineer - Distributed Data Systems Belgrade, Serbia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---distributed-data-systems-8012800002,Databricks,
"Senior Software Engineer - Developer Experience Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---developer-experience-8029673002,Databricks,
"Senior Software Engineer - Database Engine Internals San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---database-engine-internals-5048461002,Databricks,
"Senior Software Engineer - Database Engine Internals Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---database-engine-internals-6544383002,Databricks,
"Senior Software Engineer - Database Engine Internals Belgrade, Serbia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---database-engine-internals-8012809002,Databricks,
"Senior Software Engineer - Data Platform Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---data-platform-7647369002,Databricks,
"Senior Software Engineer - Data + AI Observability Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---data--ai-observability-7897431002,Databricks,
"Senior Software Engineer - Compliance Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-software-engineer---compliance-8029215002,Databricks,
"Senior Software Engineer - Backend Vancouver, Canada",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---backend-8093295002,Databricks,
"Senior Software Engineer - Backend San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---backend-4799387002,Databricks,
"Senior Software Engineer - Backend Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---backend-6544435002,Databricks,
"Senior Software Engineer - Backend Berlin, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---backend-7477087002,Databricks,
"Senior Software Engineer - Backend Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---backend-8320183002,Databricks,
"Senior Software Engineer - Backend Bellevue, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---backend-6779084002,Databricks,
"Senior Software Engineer - Backend Belgrade, Serbia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer---backend-8012803002,Databricks,
"Senior Software Engineer - Application Traffic team Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer----application-traffic-team-8183195002,Databricks,
"Senior Software Engineer (L5) - Partner Ecosystem Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/senior-software-engineer-l5---partner-ecosystem-7938410002,Databricks,
"Senior Software Engineer (Backend) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer-backend-6709301002,Databricks,
"Senior Software Engineer (Backend) - AI/ML Environments Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer-backend---ai-ml-environments-8233899002,Databricks,
"Senior Software Engineer (App-Framework) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-software-engineer-app-framework-8294304002,Databricks,
"Senior Services Account Executive / Senior Engagement Manager Stockholm, Sweden",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/senior-services-account-executive---senior-engagement-manager-8236326002,Databricks,
"Senior Security Incident Handler Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/security/senior-security-incident-handler-8026632002,Databricks,
"Senior Salesforce Developer Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/integration-data-engineering-and-applications/senior-salesforce-developer--8192400002,Databricks,
"Senior Sales Director, Strategic Accounts Benelux Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/exec-sales/senior-sales-director-strategic-accounts-benelux-8313972002,Databricks,
"Senior SAP Product Specialist Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/senior-sap-product-specialist-8285170002,Databricks,
"Senior SAP Product Specialist Berlin, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/senior-sap-product-specialist-8288912002,Databricks,
"Senior Program Manager, Talent & Leadership Development Mountain View, California; New York City, New York; San Francisco, California; Seattle, Washington; Washington, D.C.",2025-12-10,Unspecified,https://www.databricks.com/company/careers/learning--development/senior-program-manager-talent--leadership-development-8071850002,Databricks,
"Senior Presales Solutions Architect - EMC (Energy, Manufacturing and Communications) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/senior-presales-solutions-architect---emc-energy-manufacturing-and-communications-7973230002,Databricks,
"Senior Pre-sales Solutions Architect (Communications, Media & Entertainment) London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/senior-pre-sales-solutions-architect-communications-media--entertainment-8212204002,Databricks,
"Senior Pre-Sales Solutions Architect Paris, France",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/senior-pre-sales-solutions-architect-8164517002,Databricks,
"Senior Manager, Infrastructure Data Science San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/senior-manager-infrastructure-data-science-7734812002,Databricks,
"Senior Manager, Infrastructure Data Science Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/senior-manager-infrastructure-data-science-7641390002,Databricks,
"Senior Manager, Identity & Access Management (IAM) Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-manager-identity--access-management-iam-8301830002,Databricks,
"Senior Manager, Global IT Support Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/infrastructure/senior-manager-global-it-support-8209833002,Databricks,
"Senior Manager, Finance Commercialization, PMO, and Operations United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/senior-manager-finance-commercialization-pmo-and-operations-8196595002,Databricks,
"Senior Manager, Field Engineering (Pre-Sales) Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/senior-manager-field-engineering-pre-sales-8284935002,Databricks,
"Senior Manager, Digital Native Sales London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/senior-manager-digital-native-sales-8068072002,Databricks,
"Senior Manager, Digital Brickster Experience - IT Infrastructure & Operations Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/infrastructure/senior-manager-digital-brickster-experience---it-infrastructure--operations-8199887002,Databricks,
"Senior Machine Learning Engineer - GenAI Platform San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-machine-learning-engineer---genai-platform--6954585002,Databricks,
Senior Incident Manager Remote - California; United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/senior-incident-manager-8284230002,Databricks,
"Senior IT Product Manager (GTM Systems) San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/integration-data-engineering-and-applications/senior-it-product-manager-gtm-systems-7960513002,Databricks,
"Senior IT Product Manager (Customer Support) San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/integration-data-engineering-and-applications/senior-it-product-manager-customer-support-8290061002,Databricks,
"Senior GenAI Research Scientist - Scaling San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-genai-research-scientist---scaling-8297804002,Databricks,
"Senior GenAI Research Engineer - Optimization and Kernels San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-genai-research-engineer---optimization-and-kernels-8297797002,Databricks,
"Senior Enterprise Account Executive, Intelligence Community Remote - Virginia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/public-sector-sales/senior-enterprise-account-executive-intelligence-community--7981531002,Databricks,
"Senior Engineering Manager - Trust and Safety Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-engineering-manager---trust-and-safety-8180690002,Databricks,
"Senior Engineering Manager - Enzyme Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-engineering-manager---enzyme-8109902002,Databricks,
"Senior Engineering Manager - Backend Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/senior-engineering-manager---backend--7495457002,Databricks,
"Senior Delivery Solutions Architect Paris, France",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-invested-dsa/senior-delivery-solutions-architect-8298587002,Databricks,
"Senior Deal Desk Analyst - International Deal Desk Team London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/deal-desk/senior-deal-desk-analyst---international-deal-desk-team-8225247002,Databricks,
"Senior Counsel, Professional Services GTM Bellevue, Washington; Mountain View, California; San Francisco, California; Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/legal/senior-counsel-professional-services-gtm-8199401002,Databricks,
"Senior Counsel, Employment (APAC) Sydney, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/legal/senior-counsel-employment-apac-8223334002,Databricks,
"Senior Counsel, Employment (APAC) Singapore",2025-12-10,Unspecified,https://www.databricks.com/company/careers/legal/senior-counsel-employment-apac-8223333002,Databricks,
"Senior Contracts Negotiator Bellevue, Washington; Boston, Massachusetts; Denver, Colorado; Mountain View, California; New York City, New York; San Francisco, California; Seattle, Washington; Washington, D.C.",2025-12-10,Unspecified,https://www.databricks.com/company/careers/legal/senior-contracts-negotiator-8205072002,Databricks,
"Senior Business Systems Analyst - Workday Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/integration-data-engineering-and-applications/senior-business-systems-analyst----workday-8210139002,Databricks,
"Senior Business Systems Analyst - Netsuite Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/integration-data-engineering-and-applications/senior-business-systems-analyst---netsuite-8071856002,Databricks,
"Senior Backline Engineer (Platform) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/senior-backline-engineer-platform-7899565002,Databricks,
"Senior Backend Software Engineer- (AI Platform) Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/senior-backend-software-engineer--ai-platform-8035969002,Databricks,
"Senior Applied AI Engineer – ML for Systems & Infrastructure San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-applied-ai-engineer--ml-for-systems--infrastructure-7859597002,Databricks,
"Senior Applied AI Engineer Belgrade, Serbia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/senior-applied-ai-engineer-8091041002,Databricks,
"Scale Solution Engineer Belgrade, Serbia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/customer-success-operations-/scale-solution-engineer-7932275002,Databricks,
"Sales Director - Digital Native, Japan Tokyo, Japan",2025-12-10,Unspecified,https://www.databricks.com/company/careers/exec-sales/sales-director---digital-native-japan-8248048002,Databricks,
"Sales Development Representative Heredia, Costa Rica",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/sales-development-representative-8165492002,Databricks,
"Resource Manager Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/resource-manager-8081664002,Databricks,
Resident Solutions Architect-Public Sector Remote - Washington D.C.,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/resident-solutions-architect-public-sector-8208103002,Databricks,
Resident Solutions Architect United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/resident-solutions-architect-7987823002,Databricks,
"Resident Solutions Architect Tokyo, Japan",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/resident-solutions-architect-8284237002,Databricks,
Resident Solutions Architect Mexico City,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/resident-solutions-architect-8036237002,Databricks,
Resident Solutions Architect India,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/resident-solutions-architect-8081658002,Databricks,
"Resident Solutions Architect - Mumbai Mumbai, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/resident-solutions-architect---mumbai-8107166002,Databricks,
Resident Solutions Architect - Financial Services Central - United States; Northeast - United States; Southeast - United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/resident-solutions-architect---financial-services-8302447002,Databricks,
Resident Solutions Architect (Public Sector) Central - United States; Northeast - United States; Southeast - United States; USCA,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/resident-solutions-architect-public-sector-8250501002,Databricks,
Renewals Manager Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/renewals/renewals-manager-8119500002,Databricks,
"Regional Workplace Manager, West Europe London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/administration/regional-workplace-manager-west-europe-8316358002,Databricks,
"Regional Workplace Manager, Central & East Europe Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/administration/regional-workplace-manager-central--east-europe-8223323002,Databricks,
Recruitment Fraud,2025-12-10,Unspecified,https://www.databricks.com/company/careers/recruitment-fraud,Databricks,
"Real Estate & Workplace Project Manager, EMEA London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/administration/real-estate--workplace-project-manager-emea-8223321002,Databricks,
"RVP, Enterprise Sales - Vertical Markets London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/exec-sales/rvp-enterprise-sales---vertical-markets-8102628002,Databricks,
"RVP, Digital Native Business (DNB) United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/exec-sales/rvp-digital-native-business-dnb-8282507002,Databricks,
"Protective Intelligence Analyst London, United Kingdom; Mountain View, California; New York City, New York; San Francisco, California; Washington, D.C.",2025-12-10,Unspecified,https://www.databricks.com/company/careers/administration/protective-intelligence-analyst-7903890002,Databricks,
